"type designator","manufacturer","model","description","engine count","engine type","wtc"
"B14B","DOWNER","Bellanca 260","Landplane","1","Piston","L"
"B14C","DOWNER","Bellanca 260A","Landplane","1","Piston","L"
"B14C","DOWNER","14 Bellanca 260A","Landplane","1","Piston","L"
"DRAG","DRAGON FLY","Dragon Fly","Helicopter","1","Piston","L"
"TNDR","DREAM","Tundra","Landplane","1","Piston","L"
"DSLK","DRIGGS","Skylark","Landplane","1","Piston","L"
"D6CR","DRUINE","D-62 Condor","Landplane","1","Piston","L"
"D31","DRUINE","Turbulent","Landplane","1","Piston","L"
"D5TU","DRUINE","Turbi","Landplane","1","Piston","L"
"D6CR","DRUINE","D-60 Condor","Landplane","1","Piston","L"
"D31","DRUINE","D-31 Turbulent","Landplane","1","Piston","L"
"D5TU","DRUINE","D-5 Turbi","Landplane","1","Piston","L"
"D6CR","DRUINE","Condor","Landplane","1","Piston","L"
"D6CR","DRUINE","D-61 Condor","Landplane","1","Piston","L"
"DUB2","DUBNA","2 Osa","Landplane","1","Piston","L"
"DUB2","DUBNA","Osa","Landplane","1","Piston","L"
"DUR5","DURAND","Mk5","Landplane","1","Piston","L"
"RD03","DURUBLE","Edelweiss","Landplane","1","Piston","L"
"RD03","DURUBLE","RD-03 Edelweiss","Landplane","1","Piston","L"
"JD2","DYKE","Delta","Landplane","1","Piston","L"
"JD2","DYKE","JD-2 Delta","Landplane","1","Piston","L"
"MCR4","DYN'AERO","MCR-4","Landplane","1","Piston","L"
"CR10","DYN'AERO","CR-110","Landplane","1","Piston","L"
"MCR1","DYN'AERO","MCR-01","Landplane","1","Piston","L"
"MCR1","DYN'AERO","Lafayette 2 Touring","Landplane","1","Piston","L"
"CR10","DYN'AERO","CR-120","Landplane","1","Piston","L"
"CR10","DYN'AERO","CR-100","Landplane","1","Piston","L"
"MCR4","DYN'AERO","Lafayette 4 Revolution","Landplane","1","Piston","L"
"MCR1","DYN'AERO","Lafayette 1 Sportster","Landplane","1","Piston","L"
"DYH2","DYNALI","H-2","Helicopter","1","Piston","L"
"SBM3","E & K","Kos","Landplane","1","Piston","L"
"SBM3","E & K","SBM-03 Kos","Landplane","1","Piston","L"
"ACR2","EAA","Acro-Sport 2","Landplane","1","Piston","L"
"ACRO","EAA","Super Acro-Sport","Landplane","1","Piston","L"
"BIPL","EAA","Biplane","Landplane","1","Piston","L"
"ACRO","EAA","Acro-Sport 1","Landplane","1","Piston","L"
"COUG","EAA","Cougar","Landplane","1","Piston","L"
"D11","EAC","D-127","Landplane","1","Piston","L"
"D11","EAC","D-128","Landplane","1","Piston","L"
"DW1","EAGLE","DW-1 Eagle","Landplane","1","Piston","L"
"DW1","EAGLE","Eagle","Landplane","1","Piston","L"
"EAGX","EAGLE AIRCRAFT","Eagle 150","Landplane","1","Piston","L"
"EAGX","EAGLE AIRCRAFT","Eagle X-TS","Landplane","1","Piston","L"
"EAGX","EAGLE AIRCRAFT","Eagle 100","Landplane","1","Piston","L"
"MAGC","EAGLE AVIATION","EA-100","Landplane","1","Piston","L"
"ES13","EARLY BIRD","Spad 13 80%","Landplane","1","Piston","L"
"EA50","ECLIPSE","Eclipse 500","Landplane","2","Jet","L"
"EA40","ECLIPSE","Eclipse 400","Landplane","1","Jet","L"
"O1","ECTOR","L-19 Mountaineer","Landplane","1","Piston","L"
"O1","ECTOR","L-19 Super Mountaineer","Landplane","1","Piston","L"
"O1","ECTOR","Mountaineer","Landplane","1","Piston","L"
"O1","ECTOR","Super Mountaineer","Landplane","1","Piston","L"
"EP9","EDGAR PERCIVAL","EP-9","Landplane","1","Piston","L"
"OPCA","EDGLEY","EA-7 Optica","Landplane","1","Piston","L"
"OPCA","EDGLEY","Optica","Landplane","1","Piston","L"
"PETR","EDRA","SeaStar","Amphibian","1","Piston","L"
"PETR","EDRA","Super Petrel","Amphibian","1","Piston","L"
"PETR","EDRA","Paturi","Amphibian","1","Piston","L"
"VR20","EGVOYAGER","VR-203","Landplane","1","Piston","L"
"VR20","EGVOYAGER","VR-202","Landplane","1","Piston","L"
"JE2","EICH","Gyroplane","Gyrocopter","1","Piston","L"
"JE2","EICH","JE-2 Gyroplane","Gyrocopter","1","Piston","L"
"PK20","EIRI","PIK-20E","Landplane","1","Piston","L"
"RF9","EIS","RF-9","Landplane","1","Piston","L"
"JK05","EKOLOT","Pathmaker","Landplane","1","Piston","L"
"JK05","EKOLOT","Beetle","Landplane","1","Piston","L"
"JK05","EKOLOT","JK-05 Beetle","Landplane","1","Piston","L"
"JK05","EKOLOT","JK-05 Pathmaker","Landplane","1","Piston","L"
"DWD2","EKW","D-27","Landplane","1","Piston","L"
"C365","EKW","C-3605","Landplane","1","Turboprop","L"
"DWD2","EKW","D-26","Landplane","1","Piston","L"
"ELA7","ELA AVIACION","ELA-07","Gyrocopter","1","Piston","L"
"ELTR","ELITAR","Elitar","Landplane","1","Piston","L"
"ELTR","ELITAR","IE-101 Elitar","Landplane","1","Piston","L"
"EL20","ELITAR","IE-202","Landplane","1","Piston","L"
"SIGM","ELITAR","Sigma","Landplane","1","Piston","L"
"CHR4","ELMWOOD","CH-8 Christavia Mk4","Landplane","1","Piston","L"
"CHR1","ELMWOOD","Christavia Mk1","Landplane","1","Piston","L"
"CHR1","ELMWOOD","CA-05 Christavia Mk1","Landplane","1","Piston","L"
"CHR4","ELMWOOD","Christavia Mk4","Landplane","1","Piston","L"
"MA1","EMAIR","Paymaster","Landplane","1","Piston","L"
"MA1","EMAIR","MA-1 Paymaster","Landplane","1","Piston","L"
"PA34","EMBRAER","EMB-810 Seneca","Landplane","2","Piston","L"
"E50P","EMBRAER","Phenom 100","Landplane","2","Jet","L"
"P32T","EMBRAER","PA-32RT-300 Lance 2","Landplane","1","Piston","L"
"PA25","EMBRAER","PA-25 Pawnee","Landplane","1","Piston","L"
"E110","EMBRAER","P-95 Bandeirulha","Landplane","2","Turboprop","L"
"PA31","EMBRAER","Navajo","Landplane","2","Piston","L"
"PA32","EMBRAER","Minuano","Landplane","1","Piston","L"
"P32T","EMBRAER","Lance 2","Landplane","1","Piston","L"
"PA31","EMBRAER","EMB-820 Navajo","Landplane","2","Piston","L"
"P32R","EMBRAER","EMB-721 Sertanejo","Landplane","1","Piston","L"
"PA32","EMBRAER","EMB-720 Minuano","Landplane","1","Piston","L"
"P28A","EMBRAER","EMB-712 Tupi","Landplane","1","Piston","L"
"P28A","EMBRAER","EMB-712 Carioquinha","Landplane","1","Piston","L"
"E110","EMBRAER","R-95 Bandeirante","Landplane","2","Turboprop","L"
"IPAN","EMBRAER","Ipanema","Landplane","1","Piston","L"
"P28A","EMBRAER","Tupi","Landplane","1","Piston","L"
"PA25","EMBRAER","Pawnee","Landplane","1","Piston","L"
"P28T","EMBRAER","EMB-711T Corisco 2","Landplane","1","Piston","L"
"E314","EMBRAER","YA-29 Super Tucano","Landplane","1","Turboprop","L"
"M326","EMBRAER","Xavante","Landplane","1","Jet","L"
"E121","EMBRAER","VU-9 Xingu","Landplane","2","Turboprop","L"
"E121","EMBRAER","Xingu","Landplane","2","Turboprop","L"
"PA34","EMBRAER","U-7 Seneca","Landplane","2","Piston","L"
"M326","EMBRAER","RT-26 Xavante","Landplane","1","Jet","L"
"TUCA","EMBRAER","Tucano","Landplane","1","Turboprop","L"
"TUCA","EMBRAER","T-27 Tucano","Landplane","1","Turboprop","L"
"E314","EMBRAER","Super Tucano","Landplane","1","Turboprop","L"
"P32R","EMBRAER","Sertanejo","Landplane","1","Piston","L"
"PA34","EMBRAER","Seneca","Landplane","2","Piston","L"
"E110","EMBRAER","SC-95 Bandeirante","Landplane","2","Turboprop","L"
"IPAN","EMBRAER","U-19 Ipanema","Landplane","1","Piston","L"
"P28A","EMBRAER","Carioquinha","Landplane","1","Piston","L"
"E110","EMBRAER","EMB-111 Bandeirulha","Landplane","2","Turboprop","L"
"E110","EMBRAER","EMB-110 Bandeirante","Landplane","2","Turboprop","L"
"E110","EMBRAER","EC-95 Bandeirante","Landplane","2","Turboprop","L"
"E121","EMBRAER","EC-9 Xingu","Landplane","2","Turboprop","L"
"P28T","EMBRAER","Corisco 2 Turbo","Landplane","1","Piston","L"
"P28T","EMBRAER","EMB-711ST Corisco 2 Turbo","Landplane","1","Piston","L"
"E121","EMBRAER","EMB-121 Xingu","Landplane","2","Turboprop","L"
"P28R","EMBRAER","Corisco","Landplane","1","Piston","L"
"E110","EMBRAER","Bandeirante","Landplane","2","Turboprop","L"
"P28B","EMBRAER","Carioca","Landplane","1","Piston","L"
"E110","EMBRAER","C-95 Bandeirante","Landplane","2","Turboprop","L"
"E110","EMBRAER","Bandeirulha","Landplane","2","Turboprop","L"
"E314","EMBRAER","AT-29","Landplane","1","Turboprop","L"
"M326","EMBRAER","AT-26 Xavante","Landplane","1","Jet","L"
"E314","EMBRAER","ALX","Landplane","1","Turboprop","L"
"E314","EMBRAER","A-29","Landplane","1","Turboprop","L"
"P28T","EMBRAER","Corisco 2","Landplane","1","Piston","L"
"M326","EMBRAER","EMB-326 Xavante","Landplane","1","Jet","L"
"P28B","EMBRAER","EMB-710 Carioca","Landplane","1","Piston","L"
"P28R","EMBRAER","EMB-711B Corisco","Landplane","1","Piston","L"
"P28R","EMBRAER","EMB-711C Corisco","Landplane","1","Piston","L"
"E55P","EMBRAER","EMB-505 Phenom 300","Landplane","2","Jet","L"
"E50P","EMBRAER","EMB-500 Phenom 100","Landplane","2","Jet","L"
"E314","EMBRAER","EMB-314 Super Tucano","Landplane","1","Turboprop","L"
"E314","EMBRAER","EMB-314 ALX","Landplane","1","Turboprop","L"
"IPAN","EMBRAER","EMB-201 Ipanema","Landplane","1","Piston","L"
"TUCA","EMBRAER","A-27 Tucano","Landplane","1","Turboprop","L"
"TUCA","EMBRAER","EMB-312F Tucano","Landplane","1","Turboprop","L"
"IPAN","EMBRAER","EMB-200 Ipanema","Landplane","1","Piston","L"
"TUCA","EMBRAER","EMB-312 Tucano","Landplane","1","Turboprop","L"
"E55P","EMBRAER","Phenom 300","Landplane","2","Jet","L"
"IPAN","EMBRAER","EMB-202 Ipanema","Landplane","1","Piston","L"
"E314","EMBRAER","EMB-312H Super Tucano","Landplane","1","Turboprop","L"
"SJ30","EMIVEST","SJ-30","Landplane","2","Jet","L"
"MA1","EMROTH","Diablo","Landplane","1","Piston","L"
"MA1","EMROTH","MA-1 Diablo","Landplane","1","Piston","L"
"C101","ENAER","T-36 Aviojet","Landplane","1","Jet","L"
"PILL","ENAER","T-35B Pill","Landplane","1","Piston","L"
"PILL","ENAER","ECH-51 Pill","Landplane","1","Piston","L"
"PILL","ENAER","T-35S Pill","Landplane","1","Piston","L"
"TPIL","ENAER","T-35DT Turbo Pill","Landplane","1","Turboprop","L"
"PILL","ENAER","T-35D Pill","Landplane","1","Piston","L"
"PILL","ENAER","T-35C Pill","Landplane","1","Piston","L"
"TPIL","ENAER","Turbo Pill","Landplane","1","Turboprop","L"
"TPIL","ENAER","T-35TX Auc","Landplane","1","Turboprop","L"
"C101","ENAER","A-36 Halcon","Landplane","1","Jet","L"
"PILL","ENAER","Pill","Landplane","1","Piston","L"
"C101","ENAER","Halcon","Landplane","1","Jet","L"
"NMCU","ENAER","ECH-02 Namcu","Landplane","1","Piston","L"
"C101","ENAER","C-101 Aviojet","Landplane","1","Jet","L"
"C101","ENAER","Aviojet","Landplane","1","Jet","L"
"TPIL","ENAER","Auc","Landplane","1","Turboprop","L"
"PILL","ENAER","T-35A Pill","Landplane","1","Piston","L"
"NMCU","ENAER","Namcu","Landplane","1","Piston","L"
"EN28","ENSTROM","F-28 Sentinel","Helicopter","1","Piston","L"
"EN28","ENSTROM","F-28","Helicopter","1","Piston","L"
"EN48","ENSTROM","480","Helicopter","1","Turboprop","L"
"EN28","ENSTROM","280 Shark","Helicopter","1","Piston","L"
"EN28","ENSTROM","Falcon","Helicopter","1","Piston","L"
"EN28","ENSTROM","Sentinel","Helicopter","1","Piston","L"
"EN28","ENSTROM","Shark","Helicopter","1","Piston","L"
"EN48","ENSTROM","TH-28","Helicopter","1","Turboprop","L"
"EN28","ENSTROM","F-28 Falcon","Helicopter","1","Piston","L"
"EPER","EPERVIER","Epervier","Landplane","1","Piston","L"
"ERCO","ERCO","415 Ercoupe","Landplane","1","Piston","L"
"ERCO","ERCO","Ercoupe","Landplane","1","Piston","L"
"CP32","ERPALS","CP-320 SuperEmeraude","Landplane","1","Piston","L"
"CP32","ERPALS","Super Emeraude","Landplane","1","Piston","L"
"CP32","ERPALS","CP-324 Super Emeraude","Landplane","1","Piston","L"
"G64T","ETHIOPIAN AIRLINES","Eshet","Landplane","1","Turboprop","L"
"G64T","ETHIOPIAN AIRLINES","G-164 Eshet","Landplane","1","Turboprop","L"
"J177","EURO PINGOUIN","Pingouin 152","Landplane","1","Piston","L"
"J177","EURO PINGOUIN","JA-177 Pingouin 152","Landplane","1","Piston","L"
"AS65","EUROCOPTER","Dauphin 2","Helicopter","2","Turboprop","L"
"EC20","EUROCOPTER","EC-120 Colibri","Helicopter","1","Turboprop","L"
"EC30","EUROCOPTER","EC-130","Helicopter","1","Turboprop","L"
"EC35","EUROCOPTER","EC-135","Helicopter","2","Turboprop","L"
"EC55","EUROCOPTER","EC-155","Helicopter","2","Turboprop","L"
"EC35","EUROCOPTER","EC-635","Helicopter","2","Turboprop","L"
"TIGR","EUROCOPTER","EC-665 Tiger","Helicopter","2","Turboprop","L"
"TIGR","EUROCOPTER","EC-665 Tigre","Helicopter","2","Turboprop","L"
"AS50","EUROCOPTER","Ecureuil","Helicopter","1","Turboprop","L"
"AS55","EUROCOPTER","Ecureuil 2","Helicopter","2","Turboprop","L"
"AS50","EUROCOPTER","Fennec (AS-550)","Helicopter","1","Turboprop","L"
"GAZL","EUROCOPTER","Gazelle","Helicopter","1","Turboprop","L"
"TIGR","EUROCOPTER","Tiger","Helicopter","2","Turboprop","L"
"AS55","EUROCOPTER","TwinStar","Helicopter","2","Turboprop","L"
"AS55","EUROCOPTER","Fennec (AS-555)","Helicopter","2","Turboprop","L"
"AS55","EUROCOPTER","Twin Squirrel","Helicopter","2","Turboprop","L"
"TIGR","EUROCOPTER","Tigre","Helicopter","2","Turboprop","L"
"LAMA","EUROCOPTER","Lama","Helicopter","1","Turboprop","L"
"AS65","EUROCOPTER","Panther","Helicopter","2","Turboprop","L"
"LAMA","EUROCOPTER","SA-315 Lama","Helicopter","1","Turboprop","L"
"GAZL","EUROCOPTER","SA-342 Gazelle","Helicopter","1","Turboprop","L"
"AS50","EUROCOPTER","Squirrel","Helicopter","1","Turboprop","L"
"B105","EUROCOPTER","Super Five","Helicopter","2","Turboprop","L"
"AS50","EUROCOPTER","SuperStar","Helicopter","1","Turboprop","L"
"EC45","EUROCOPTER","UH-72 Lakota","Helicopter","2","Turboprop","L"
"EC45","EUROCOPTER","Lakota","Helicopter","2","Turboprop","L"
"AS65","EUROCOPTER","HM-1 Panther","Helicopter","2","Turboprop","L"
"EC45","EUROCOPTER","UH-145","Helicopter","2","Turboprop","L"
"EC20","EUROCOPTER","Colibri","Helicopter","1","Turboprop","L"
"AS50","EUROCOPTER","AS-350 AStar","Helicopter","1","Turboprop","L"
"AS50","EUROCOPTER","AS-350 Ecureuil","Helicopter","1","Turboprop","L"
"AS50","EUROCOPTER","AS-350 SuperStar","Helicopter","1","Turboprop","L"
"AS55","EUROCOPTER","AS-355 Ecureuil 2","Helicopter","2","Turboprop","L"
"AS55","EUROCOPTER","AS-355 TwinStar","Helicopter","2","Turboprop","L"
"AS65","EUROCOPTER","AS-365 Dauphin 2","Helicopter","2","Turboprop","L"
"AS50","EUROCOPTER","AS-550 Fennec","Helicopter","1","Turboprop","L"
"AS55","EUROCOPTER","AS-555 Fennec","Helicopter","2","Turboprop","L"
"AS65","EUROCOPTER","AS-565 Atalef","Helicopter","2","Turboprop","L"
"AS65","EUROCOPTER","AS-565 Panther","Helicopter","2","Turboprop","L"
"AS50","EUROCOPTER","AStar","Helicopter","1","Turboprop","L"
"AS65","EUROCOPTER","Atalef","Helicopter","2","Turboprop","L"
"B105","EUROCOPTER","BO-105","Helicopter","2","Turboprop","L"
"B105","EUROCOPTER","BO-105 Super Five","Helicopter","2","Turboprop","L"
"EC45","EUROCOPTER-KAWASAKI","Lakota","Helicopter","2","Turboprop","L"
"EC45","EUROCOPTER-KAWASAKI","UH-145","Helicopter","2","Turboprop","L"
"BK17","EUROCOPTER-KAWASAKI","BK-117C-1","Helicopter","2","Turboprop","L"
"EC45","EUROCOPTER-KAWASAKI","UH-72 Lakota","Helicopter","2","Turboprop","L"
"EC45","EUROCOPTER-KAWASAKI","BK-117C-2","Helicopter","2","Turboprop","L"
"EC45","EUROCOPTER-KAWASAKI","EC-145","Helicopter","2","Turboprop","L"
"BK17","EUROCOPTER-KAWASAKI","BK-117B","Helicopter","2","Turboprop","L"
"NMCU","EURO-ENAER","Eaglet","Landplane","1","Piston","L"
"NMCU","EURO-ENAER","EE-10 Eaglet","Landplane","1","Piston","L"
"FB5","EURO-FLY","Star Light","Landplane","1","Piston","L"
"FLSH","EURO-FLY","Flash","Landplane","1","Piston","L"
"FB5","EURO-FLY","FB-5 Star Light","Landplane","1","Piston","L"
"ATTL","EURONEF","ATTL-1","Landplane","1","Piston","L"
"EUPA","EUROPA","Europa","Landplane","1","Piston","L"
"PICO","EUROSPACE","Excalibur","Landplane","1","Piston","L"
"PICO","EUROSPACE","F-15 Excalibur","Landplane","1","Piston","L"
"EVAN","EVANGEL","Evangel","Landplane","2","Piston","L"
"EVAN","EVANGEL","4500 Evangel","Landplane","2","Piston","L"
"VP2","EVANS","Volksplane","Landplane","1","Piston","L"
"VP2","EVANS","VP-2 Volksplane","Landplane","1","Piston","L"
"VUT1","EVEKTOR-AEROTECHNIK","Cobra","Landplane","1","Piston","L"
"VUT1","EVEKTOR-AEROTECHNIK","VUT-100 Cobra","Landplane","1","Piston","L"
"EVSS","EVEKTOR-AEROTECHNIK","SportStar","Landplane","1","Piston","L"
"HMNY","EVEKTOR-AEROTECHNIK","Harmony","Landplane","1","Piston","L"
"HMNY","EVEKTOR-AEROTECHNIK","EV-97VLA Harmony","Landplane","1","Piston","L"
"BE50","EXCALIBUR","Excalibur","Landplane","2","Piston","L"
"BE65","EXCALIBUR","Queenaire 800 (65)","Landplane","2","Piston","L"
"BE80","EXCALIBUR","Queenaire 800 (80)","Landplane","2","Piston","L"
"BE80","EXCALIBUR","Queenaire 8800","Landplane","2","Piston","L"
"SJET","EXCEL-JET","Sport-Jet 2","Landplane","1","Jet","L"
"GR51","EXCLUSIVE","Grand 51","Landplane","1","Turboprop","L"
"GR51","EXCLUSIVE","P-51G Grand 51","Landplane","1","Turboprop","L"
"BKUT","EXPERIMENTAL AVIATION","Berkut","Landplane","1","Piston","L"
"ELPS","EXPLORER (1)","Ellipse","Landplane","1","Piston","L"
"EX5T","EXPLORER (2)","Explorer 500T","Landplane","1","Turboprop","L"
"EXPR","EXPRESS","Loadmaster","Landplane","1","Piston","L"
"EXPR","EXPRESS","Express 2000","Landplane","1","Piston","L"
"EXPR","EXPRESS","Express 2000RG","Landplane","1","Piston","L"
"EXPR","EXPRESS","90","Landplane","1","Piston","L"
"EXPR","EXPRESS","Express","Landplane","1","Piston","L"
"E300","EXTRA","EA-330","Landplane","1","Piston","L"
"E500","EXTRA","EA-500","Landplane","1","Turboprop","L"
"E300","EXTRA","EA-350","Landplane","1","Piston","L"
"E300","EXTRA","EA-300","Landplane","1","Piston","L"
"E230","EXTRA","EA-230","Landplane","1","Piston","L"
"E200","EXTRA","EA-200","Landplane","1","Piston","L"
"E400","EXTRA","EA-400","Landplane","1","Piston","L"
"ALO3","F+W EMMEN","Alouette 3","Helicopter","1","Turboprop","L"
"VAMP","F+W EMMEN","Vampire","Landplane","1","Jet","L"
"ALO3","F+W EMMEN","SE-3160 Alouette 3","Helicopter","1","Turboprop","L"
"VAMP","F+W EMMEN","DH-100 Vampire","Landplane","1","Jet","L"
"VAMP","F+W EMMEN","DH-115 Vampire","Landplane","1","Jet","L"
"FA24","FAIRCHILD (1)","Forwarder","Landplane","1","Piston","L"
"FA24","FAIRCHILD (1)","UC-61 Argus","Landplane","1","Piston","L"
"UM18","FAIRCHILD (1)","Flymobil","Gyrocopter","1","Piston","L"
"FA24","FAIRCHILD (1)","UC-61 Forwarder","Landplane","1","Piston","L"
"FA62","FAIRCHILD (1)","PT-26 Cornell","Landplane","1","Piston","L"
"FA62","FAIRCHILD (1)","T-19 Cornell","Landplane","1","Piston","L"
"SW3","FAIRCHILD (1)","SA-227TT Merlin 3","Landplane","2","Turboprop","L"
"SW3","FAIRCHILD (1)","SA-227TT Fairchild 300","Landplane","2","Turboprop","L"
"FA62","FAIRCHILD (1)","PT-23 Cornell","Landplane","1","Piston","L"
"FA62","FAIRCHILD (1)","PT-19 Cornell","Landplane","1","Piston","L"
"PC6T","FAIRCHILD (1)","PC-6 Heli-Porter","Landplane","1","Turboprop","L"
"SW3","FAIRCHILD (1)","Merlin 3","Landplane","2","Turboprop","L"
"FA62","FAIRCHILD (1)","M-62 Cornell","Landplane","1","Piston","L"
"PC6T","FAIRCHILD (1)","Heli-Porter","Landplane","1","Turboprop","L"
"SW3","FAIRCHILD (1)","Fairchild 300","Landplane","2","Turboprop","L"
"KR34","FAIRCHILD (1)","KR-34 Challenger","Landplane","1","Piston","L"
"FA24","FAIRCHILD (1)","F-24 Argus","Landplane","1","Piston","L"
"UM18","FAIRCHILD (1)","F-18 Flymobil","Gyrocopter","1","Piston","L"
"FA62","FAIRCHILD (1)","Cornell","Landplane","1","Piston","L"
"KR34","FAIRCHILD (1)","Challenger","Landplane","1","Piston","L"
"FA24","FAIRCHILD (1)","Argus","Landplane","1","Piston","L"
"FH11","FAIRCHILD (1)","FH-1100","Helicopter","1","Turboprop","L"
"FA11","FAIRCHILD (2)","F-11 Husky","Landplane","1","Piston","L"
"FA11","FAIRCHILD (2)","Husky","Landplane","1","Piston","L"
"D228","FAIRCHILD DORNIER","228","Landplane","2","Turboprop","L"
"UH12","FAIRCHILD HILLER","E4","Helicopter","1","Piston","L"
"UH12","FAIRCHILD HILLER","UH-12E","Helicopter","1","Piston","L"
"UH12","FAIRCHILD HILLER","SL4","Helicopter","1","Piston","L"
"UH12","FAIRCHILD HILLER","SL3","Helicopter","1","Piston","L"
"UH12","FAIRCHILD HILLER","Raven","Helicopter","1","Piston","L"
"PC6T","FAIRCHILD HILLER","Peacemaker","Landplane","1","Turboprop","L"
"PC6T","FAIRCHILD HILLER","PC-6 Heli-Porter","Landplane","1","Turboprop","L"
"UH12","FAIRCHILD HILLER","OH-23 Raven","Helicopter","1","Piston","L"
"UH12","FAIRCHILD HILLER","L4","Helicopter","1","Piston","L"
"UH12","FAIRCHILD HILLER","L3","Helicopter","1","Piston","L"
"FH11","FAIRCHILD HILLER","FH-1100","Helicopter","1","Turboprop","L"
"PC6T","FAIRCHILD HILLER","AU-23 Peacemaker","Landplane","1","Turboprop","L"
"PC6T","FAIRCHILD HILLER","Heli-Porter","Landplane","1","Turboprop","L"
"SW3","FAIRCHILD SWEARINGEN","SA-226TB Merlin 3","Landplane","2","Turboprop","L"
"SW3","FAIRCHILD SWEARINGEN","Fairchild 300","Landplane","2","Turboprop","L"
"SW3","FAIRCHILD SWEARINGEN","Merlin 3","Landplane","2","Turboprop","L"
"SW3","FAIRCHILD SWEARINGEN","SA-227TT Merlin 3","Landplane","2","Turboprop","L"
"SW3","FAIRCHILD SWEARINGEN","SA-227TT Fairchild 300","Landplane","2","Turboprop","L"
"SWOR","FAIREY","Swordfish","Landplane","1","Piston","L"
"FFLY","FAIREY","Firefly","Landplane","1","Piston","L"
"CP30","FAIRTRAVEL","Linnet","Landplane","1","Piston","L"
"FJR3","FAJR","F-3","Landplane","1","Piston","L"
"LN27","FALCOMPOSITE","Furio","Landplane","1","Piston","L"
"LN27","FALCOMPOSITE","LN-27 Furio","Landplane","1","Piston","L"
"HM38","FALCONAR","HM-380 Ladybug","Landplane","1","Piston","L"
"D11","FALCONAR","Sporty","Landplane","1","Piston","L"
"FS51","FALCONAR","SAL P-51D Mustang","Landplane","1","Piston","L"
"FS51","FALCONAR","Mustang","Landplane","1","Piston","L"
"HM38","FALCONAR","Ladybug","Landplane","1","Piston","L"
"D11","FALCONAR","F-12 Cruiser","Landplane","1","Piston","L"
"D11","FALCONAR","F-11 Sporty","Landplane","1","Piston","L"
"D11","FALCONAR","F-11","Landplane","1","Piston","L"
"MAJR","FALCONAR","Cubmajor","Landplane","1","Piston","L"
"RA14","FALCONAR","AMF-S14 Maranda","Landplane","1","Piston","L"
"RA14","FALCONAR","Maranda","Landplane","1","Piston","L"
"D11","FALCONAR","Cruiser","Landplane","1","Piston","L"
"ALGR","FANTASY AIR","Allegro","Landplane","1","Piston","L"
"FG01","FARIGOUX","FG-01 Origan","Landplane","1","Piston","L"
"FG01","FARIGOUX","Origan","Landplane","1","Piston","L"
"TSTR","FARRINGTON","Twinstar","Gyrocopter","1","Piston","L"
"TR26","FEUGRAY","Sirius","Landplane","1","Piston","L"
"TR20","FEUGRAY","TR-200","Landplane","1","Piston","L"
"TR26","FEUGRAY","TR-260 Sirius","Landplane","1","Piston","L"
"AS02","FFA","Wren","Landplane","1","Piston","L"
"AS02","FFA","AS-202-18 Wren","Landplane","1","Piston","L"
"AS02","FFA","Bravo","Landplane","1","Piston","L"
"AS2T","FFA","AS-202-32TP Turbine Bravo","Landplane","1","Turboprop","L"
"AS2T","FFA","Turbine Bravo","Landplane","1","Turboprop","L"
"AS02","FFA","AS-202-15 Bravo","Landplane","1","Piston","L"
"AS02","FFA","AS-202-18 Bravo","Landplane","1","Piston","L"
"AS02","FFA","AS-202-26 Bravo","Landplane","1","Piston","L"
"EURT","FFT","Eurotrainer 2000","Landplane","1","Piston","L"
"SC01","FFT","SC-01 Speed Canard","Landplane","1","Piston","L"
"SC01","FFT","Speed Canard","Landplane","1","Piston","L"
"G46","FIAT","G-46","Landplane","1","Piston","L"
"G59","FIAT","G-59","Landplane","1","Piston","L"
"F156","FIESELER","Fi-156 Storch","Landplane","1","Piston","L"
"F156","FIESELER","Storch","Landplane","1","Piston","L"
"FE51","FIGHTER ESCORT WINGS","P-51","Landplane","1","Piston","L"
"FIKD","FIKE","D","Landplane","1","Piston","L"
"FIKE","FIKE","E","Landplane","1","Piston","L"
"TMOT","FISHER","Tiger Moth","Landplane","1","Piston","L"
"TMOT","FISHER","RS-80 Tiger Moth","Landplane","1","Piston","L"
"TMOT","FISHER","R-80 Tiger Moth","Landplane","1","Piston","L"
"HORZ","FISHER","Horizon","Landplane","1","Piston","L"
"DAKH","FISHER","Dakota Hawk","Landplane","1","Piston","L"
"CLBR","FISHER","Celebrity","Landplane","1","Piston","L"
"CLBR","FISHER AERO","Celebrity","Landplane","1","Piston","L"
"CULX","FISHER AERO","Culex","Landplane","2","Piston","L"
"HORZ","FISHER AERO","Horizon","Landplane","1","Piston","L"
"SCTR","FLAGLOR","Scooter","Landplane","1","Piston","L"
"FU24","FLAIR","FU-24","Landplane","1","Piston","L"
"FA02","FLAMING AIR","FA-02 Smaragd VLA","Landplane","1","Piston","L"
"FA02","FLAMING AIR","Smaragd VLA","Landplane","1","Piston","L"
"FA03","FLAMING AIR","Smaragd TMG","Landplane","1","Piston","L"
"FA01","FLAMING AIR","Smaragd","Landplane","1","Piston","L"
"FA03","FLAMING AIR","FA-03 Smaragd TMG","Landplane","1","Piston","L"
"FA01","FLAMING AIR","FA-01 Smaragd","Landplane","1","Piston","L"
"FA01","FLAMING AIR","FA-01 Saphir","Landplane","1","Piston","L"
"FA01","FLAMING AIR","Saphir","Landplane","1","Piston","L"
"FORT","FLEET","Fort","Landplane","1","Piston","L"
