"CHE_CODI","B145_CODI","ORG_NABREV","ORG_NOME","CHE_DATA","CHE_VALID","ORG_ENDER","ORG_COMPL","ORG_CIDADE","ORG_ESTADO","ORG_CEP","ORG_FONEAREA","ORG_FONE","ORG_SITE","ORG_EMAIL","PAIS_NOME","B145_ADM","B145_TIPO","B145_STATUS","ORGP_SIGLA","ORGP_NOME","URL_CHE","URL_EO"
"7901-01/ANAC","0000000136","HELISUL RIO DE JANEIRO","HELISUL TÁXI AÉREO LTDA","01/11/2021","","Av. Pasteur s/n - Urca ","","RIO DE JANEIRO","RJ","22290-240","","","www.helisul.com","helisul@helisul.com","Brasil","N","S","V","HELISUL","HELISUL TÁXI AÉREO LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-7901-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001208.pdf"
"7901-01/ANAC","0000000137","HELISUL MARABÁ","HELISUL TÁXI AÉREO LTDA","01/11/2021","","Rodovia Transamazonica KM 02 Cidade Nova Hangar da Juta – Aeroporto de Marabá","","MARABÁ","PA","65.980-000","","","www.helisul.com","helisul@helisul.com","Brasil","N","S","X","HELISUL","HELISUL TÁXI AÉREO LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-7901-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001209.pdf"
"0103-05/ANAC","0000000138","HELITEC","HELITEC COMÉRCIO DE SERVIÇOS LTDA","01/11/2021","","RUA SYLVIA DA SILVA BRAGA 415","","CAMPINAS","SP","13082-105","19","3246-0220","www.hangarhelitec.com","helitec@uol.com.br","Brasil","S","P","V","HELITEC","HELITEC COMÉRCIO E SERVIÇOS LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0103-05_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001210.pdf"
"8710-02/ANAC","0000000139","HELIVIA MACAÉ","HELIVIA AERO TÁXI LTDA","01/11/2021","","End Adm: Rua Barão de Flamengo 32 - 2º andar Rio de Janeiro/RJ 22.220-080","Aeroporto de Macaé","MACAÉ","RJ","27955-410 ","22","2772-0907","www.helivia.com.br","aalli@helivia.com.br","Brasil","S","P","S","HELIVIA","HELIVIA AERO TÁXI LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-8710-02_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001211.pdf"
"8710-02/ANAC","0000000140","HELIVIA ARACAJÚ","HELIVIA AERO TÁXI LTDA","01/11/2021","","Av. Maranhão nº 2126 - Siqueira Campos","","ARACAJÚ","SE","49087-420","79","3243-3092","","","Brasil","N","S","C","HELIVIA","HELIVIA AERO TÁXI LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-8710-02_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001212.pdf"
"8710-02/ANAC","0000000141","HELIVIA MANAUS","HELIVIA AERO TÁXI LTDA","01/11/2021","","Estrada do Aeroclube nº 204 - Hangar D - Bairro de Flores ","","MANAUS","AM","","","","","","Brasil","N","S","C","HELIVIA","HELIVIA AERO TÁXI LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-8710-02_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001213.pdf"
"8108-04/ANAC","0000000142","HENBARA SALVADOR","HENBARA SERVIÇOS TÉCNICOS AERONÁUTICOS E PROPAGANDA AÉREA LTDA","01/11/2021","","Aeroporto Internacional Deputado Luiz Eduardo Magalhaes Hangar Henbara","","Salvador","BA","41510-045","71","3377-1691","","henbara@terra.com.br","Brasil","S","P","S","HENBARA","HENBARA SERVIÇOS TÉCNICOS AERONÁUTICOS E PROPAGANDA AÉREA LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-8108-04_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001214.pdf"
"0011-01/ANAC","0000000143","HONEYWELL SJK","HONEYWELL DO BRASIL LTDA","01/11/2021","","Avenida Brigadeiro Faria Lima 2170 Bairro Putim","Campus Embraer Edifício F-60/2 ","São José dos Campos","SP","12.227-901","12","3927-1861/1406","www.honeywell.com.br","juscelino.silva@honeywell.com,christiene.cleto@honeywell.com","Brasil","S","P","V","HONEYWELL","HONEYWELL INTERNATIONAL INC.","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0011-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001216.pdf"
"6804-03/ANAC","0000000144","HORA","HORA LTDA. - HANGAR OFICINA E RECUPERAÇÃO DE AVIÔES","01/11/2021","","Aeroporto Ipanema Instância ( SSIE) •  BR 163  Km 393  •  Zona Rural","","Campo Grande","MS","79003 –106","67","3393-1592","www.horaviacao.com.br","ctm@horaviacao.com.br, horaltda@hotmail.com, voedaniel@hotmail.com, horaltda@terra.com.br, rodrigo@horaviacao.com.br","Brasil","S","P","V","HORA","HORA – HANGAR OFICINA E RECUPERAÇÃO DE AVIÕES LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-6804-03_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001217.pdf"
"0807-02/ANAC","0000000145","IAS BELO HORIZONTE","IAS INDÚSTRIA DE AVIAÇÃO E SERVIÇOS S/A","01/11/2021","","Av.Marconi Issa 300","","São José da Lapa","MG","33350-000","31","3623-6304","","contato@ias.ind.br","Brasil","S","P","V","IAS","IAS INDÚSTRIA DE AVIAÇÃO E SERVIÇOS S/A","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0807-02_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001218.pdf"
"6606-01/ANAC","0000000146","ICARO","ÍCARO DE AVIAÇÃO LTDA","01/11/2021","","RODOVIA WASHINGTON LUIZ KM 450","","MIRASSOL","SP","15130-000","17","3242-1006","","icarodeaviacao@hotmail.com","Brasil","S","P","V","ICARO","ÍCARO DE AVIAÇÃO LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-6606-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001219.pdf"
"0702-02/ANAC","0000000147","IDEAL SJK","IDEAL-ENSAIOS TÉCNICOS AERONÁUTICOS LTDA","01/11/2021","","RODOVIA DOS TAMOIOS KM 65 – PUTIM","","SÃO JOSÉ DOS CAMPOS","SP","12228-001","12","3944-1607","","qualidade1@idealend.com.br","Brasil","S","P","V","IDEAL","IDEAL-ENSAIOS TÉCNICOS AERONÁUTICOS LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0702-02_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001220.pdf"
"9404-02/ANAC","0000000148","IMAER - IBITINGA","IMAER - IBITINGA MANUTENÇÃO DE AERONAVES E PEÇAS LTDA","01/11/2021","","RODOVIA IBITINGA S/N","","IBITINGA","SP","14940-000","16","3342-5517 ","","imaerltda@hotmail.com","Brasil","S","P","V","IMAER - IBITINGA","IMAER - IBITINGA MANUTENÇÃO DE AERONAVES E PEÇAS LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-9404-02_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001221.pdf"
"0607-05/ANAC","0000000149","IMPACTO GUARULHOS","IMPACTO MANUTENÇÃO PINTURA CONSERVAÇÃO DE AERONAVES E SERVIÇOS AUXILIARES LTDA.","01/11/2021","","Rodovia Hélio Smidt S/N – TPS 1 – Módulo III – Aeroporto Internacional de São Paulo - CX POSTAL 3053","","GUARULHOS","SP","07190-972","11","2445-3304","www.impactoaviation.com","figueiredo@impactoaviation.com,lucas.menero@impactoaviation.com","Brasil","S","P","V","IMPACTO","IMPACTO MANUTENÇÃO PINTURA CONSERVAÇÃO DE AERONAVES E SERVIÇOS AUXILIARES LTDA.","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0607-05_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001222.pdf"
"9503-03/ANAC","0000000150","INASO SOROCABA","INASO - INSTRUMENTOS AERONÁUTICOS SOROCABA","01/11/2021","","RUA IZALTINO GUANABARA RODRIGUES DA COSTA 1480","","SOROCABA","SP","18065-480","15","3223-3100","www.inaso.com.br","inaso.aero@yahoo.com.br","Brasil","S","P","C","INASO","INASO - INSTRUMENTOS AERONÁUTICOS SOROCABA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-9503-03_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001223.pdf"
"7609-02/ANAC","0000000151","NEIVA","INDÚSTRIA AERONÁUTICA NEIVA S/A","01/11/2021","","Av. Alcides Cagliari 2281","","Botucatu","SP","18600-971","14","3811-2076","www.aeroneiva.com.br","","Brasil","S","P","C","NEIVA","INDÚSTRIA AERONÁUTICA NEIVA S/A","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-7609-02_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-000655.pdf"
"0605-02/ANAC","0000000152","INTERIORS PORTO ALEGRE","INTERIORS SERVICE – SERVIÇOS AERONÁUTICOS LTDA","01/11/2021","","Rua Jari nº 62 - Passo da Areia ","","PORTO ALEGRE","RS","91350-170","51","3337-4059","","ciadosinteriores@terra.com.br","Brasil","S","P","V","INTERIORS","INTERIORS SERVICE – SERVIÇOS AERONÁUTICOS LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0605-02_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001225.pdf"
"","0000000153","IPANEMA","IPANEMA AVIAÇÃO E SERVIÇOS LTDA","","","Rodovia GO-070 Km 05 - Aeródromo Nacional de Aviação - Hangar Ipanema Lote 132","","Goiânia","GO","74482-150","62","3595-6600","","","Brasil","S","P","R","IPANEMA","IPANEMA AVIAÇÃO E SERVIÇOS LTDA"," "," "
"0801-01/ANAC","0000000154","JC PIRES SOROCABA","J. C. PIRES TAPEÇARIA LTDA-ME","01/11/2021","","Rua Isaltino Guanabara Rodrigues da  Costa nº 1580 - Hangar 5 - Aeroporto de Sorocaba","","SOROCABA","SP","10065-480","15","34183634","","aerojcpires@terra.com.br","Brasil","S","P","S","JC PIRES","J. C. PIRES TAPEÇARIA LTDA-ME","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0801-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001227.pdf"
"0710-02/ANAC","0000000155","JF AVIATION BRASILIA","JF AVIATION AIRCRAFT MAINTENANCE LTDA","01/11/2021","","Aeroporto Internacional de Brasilia - Presidente Juscelino Kubitschek s/n lote L4029","","Brasília","DF","71.608-900","61","2471-7792","www.jfaviation.com.br","francisco@jfaviation.com.br, leonardo@jfaviation.com.br","Brasil","S","P","V","JF AVIATION","J.F. AVIATION STRUCTURAL REPAIR LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0710-02_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001228.pdf"
"0710-02/ANAC","0000000156","JF AVIATION AMARAIS","J.F. AVIATION STRUCTURAL REPAIR LTDA","01/11/2021","","R. SILVIA SILVA BRAGA 145 - JARDIM SANTA MONICA - HANGAR 39 TRIP","","CAMPINAS","SP","13082-105","19","3719-8200","","","Brasil","N","S","S","JF AVIATION","J.F. AVIATION STRUCTURAL REPAIR LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0710-02_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001229.pdf"
"","0000000157","JF AVIATION VIRACOPOS","J.F. AVIATION STRUCTURAL REPAIR LTDA","","","RODOVIA SANTOS DUMONT Km 66","","CAMPINAS","SP","13051-970","19","2138-4400","","","Brasil","N","","X","JF AVIATION","J.F. AVIATION STRUCTURAL REPAIR LTDA"," "," "
"6612-02/ANAC","0000000158","JP MARTINS JABOTICABAL","J.P. MARTINS DE AVIAÇÃO LTDA","01/11/2021","","Av. Doutor LaFranchi S/N Planalto do Bosque","Zona Rural","Jaboticabal","SP","14873-100","11","(16) 3202-5450","www.jpmartins.com.br","jpctm@jpmartins.com.br","Brasil","S","P","V","JP MARTINS","J.P. MARTINS DE AVIAÇÃO LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-6612-02_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001231.pdf"
"0511-03/ANAC","0000000159","JVC AEROTÁXI MANAUS","JVC AEROTÁXI LTDA","01/11/2021","","Av. Prof. Nilton Lins 300 - Flores","","MANAUS","AM","69058-400","92","3651-3500","","jvchelicoptero@uol.com.br, sgso.jvc@hotmail.com, nunesron@gmail.com, celsobento@hotmail.com","Brasil","S","P","V","JVC AEROTÁXI ","JVC. AEROTÁXI LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0511-03_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001232.pdf"
"9803-05/ANAC","0000000160","SOLOJET SERV. AERON.","SOLOJET SERVIÇOS AERONÁUTICOS LTDA","01/11/2021","","Av. Emílio Antonon 841","Chácara Aeroporto","JUNDIAÍ","SP","13212-010","11","4582-2251","www.solojetaviacao.com.br","rt@solojetaviacao.com.br","Brasil","S","P","V","SOLOJET","SOLOJET SERVIÇOS AERONÁUTICOS LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-9803-05_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001233.pdf"
"0502-02/ANAC","0000000161","JH","JH MANUTENÇÃO DE AERONAVES LTDA","01/11/2021","","Avenida Francisco Valois 455 Hangar 19 Pista 25","","Anápolis","GO","75104-280","62","3314-4352","","","Brasil","S","P","S","JH","JH MANUTENÇÃO DE AERONAVES LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0502-02_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001234.pdf"
"0805-41/ANAC","0000000162","JL MOTORES","JL MOTORES AERONÁUTICOS LTDA","01/11/2021","","RUA ALCIDÁLIA DOS SANTOS 90 ","","SOROCABA","SP","18080-620","15","3418-2528","","jlmotores@terra.com.br","Brasil","S","P","V","JL MOTORES","JL MOTORES AERONÁUTICOS LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0805-41_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001235.pdf"
"9812-02/ANAC","0000000163","JOMMA","JOMMA - JOÃO MARTINS MANUTENÇÃO DE AERONAVES LTDA","01/11/2021","","AERÓDROMO DO SÍTIO SANTA HELENA S/N","","GABRIEL MONTEIRO","SP","16220-000","18","3602-1197","","jomma_aero@hotmail.com","Brasil","S","P","V","JOMMA","JOMMA - JOÃO MARTINS MANUTENÇÃO DE AERONAVES LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-9812-02_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001236.pdf"
"8904-03/ANAC","0000000164","K-I","K-I AVIONICS ELETRÔNICA LTDA","01/11/2021","","Rua Serra Dourada N.º 1528 Santa Genoveva","","Goiânia","GO","74672-680","62","3207-1188","","hamilsonrossi@kiavionics.com.br, contato@kiavionics.com.br","Brasil","S","P","V","K-I","K-I AVIONICS ELETRÔNICA LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-8904-03_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001237.pdf"
"0601-05/ANAC","0000000165","LANCEAIR SÃO PAULO","LANCEAIR COMÉRCIO E SERVIÇOS AERONÁUTICOS-EIRELI","01/11/2021","","Rua Haroldo Paranhos 367 Parque Jabaquara ","","SÃO PAULO","SP","04357-060","11","5034-1929","www.lanceair.com.br","lanceair@lanceair.com.br","Brasil","S","P","V","LANCEAIR","LANCEAIR COMÉRCIO E SERVIÇOS AERONÁUTICOS-EIRELI","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0601-05_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001238.pdf"
"0102-01/ANAC","0000000166","LEADER TECH","LEADER TECH LTDA","01/11/2021","","Av. Caiapó 1500 Qd: 94 Lote 118 - Santa Genoveva","","Goiânia","GO","74672-400","62","3207-8756","www.leadertechgo.com.br","carlos@leadertechbr.com, contato@leadertechbr.com, junior@leadertechbr.com","Brasil","S","P","V","LEADER TECH","LEADER TECH LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0102-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001239.pdf"
"0705-01/ANAC","0000000167","LEAP RIO DE JANEIRO","LEAP AVIATION COMÉRCIO E SERVIÇOS EIRELI","01/11/2021","","Rua Antônio Cardete dos Santos nº 431","","MESQUITA","RJ","26553-240","21","3763-1722","www.leap.com.br","leap@leap.com.br,claudiomussap@leap.com.br","Brasil","S","P","V","LEAP","LEAP AVIATION COMÉRCIO E SERVIÇOS EIRELI","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0705-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001240.pdf"
"0101-01/ANAC","0000000168","LIDER AVIAÇÃO BHZ","LÍDER SIGNATURE S/A","01/11/2021","","Rua Boa Ventura 2312 Jaraguá"," Aeroporto da Pampulha","BELO HORIZONTE","MG","31270-310","31","3490-4500","www.lideraviacao.com.br","","Brasil","S","P","X","LIDER SIGNATURE","LÍDER SIGNATURE S/A","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0101-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001241.pdf"
"0101-01/ANAC","0000000169","LIDER AVIAÇÃO BHZ HANGAR XIII","LÍDER SIGNATURE S/A","01/11/2021","","Rua Lider 300 - Aeroporto","","BELO HORIZONTE","MG","31270-480","31","3490-4500","","victor.ribeiro@lideraviacao.com.br","Brasil","N","S","X","LIDER SIGNATURE","LÍDER SIGNATURE S/A","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0101-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001242.pdf"
"0101-01/ANAC","0000000170","LIDER AVIAÇÃO JACAREPAGUÁ","LÍDER SIGNATURE S/A ","01/11/2021","","Av. Ayrton Senna 2541 - Hangar 8 - Barra da Tijuca","","RIO DE JANEIRO","RJ","22775-000","21","2432-7193","","","Brasil","N","S","X","LIDER SIGNATURE","LÍDER SIGNATURE S/A","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0101-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001243.pdf"
"0101-01/ANAC","0000000171","LIDER AVIAÇÃO BRASÍLIA","LÍDER SIGNATURE S/A","01/11/2021","","Aeroporto Internacional de Brasília S/N -Hangar 16 - Lago Sul","","BRASÍLIA","DF","71609-970","61","2104-1000","","victor.ribeiro@lideraviacao.com.br","Brasil","N","S","X","LIDER SIGNATURE","LÍDER SIGNATURE S/A","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0101-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001244.pdf"
"0101-01/ANAC","0000000172","LIDER AVIAÇÃO CONGONHAS","LÍDER SIGNATURE S/A","01/11/2021","","Rua Haroldo Paranhos S/N ","","SÃO PAULO","SP","04357-060","11","5090-4000","","victor.ribeiro@lideraviacao.com.br","Brasil","N","S","X","LIDER SIGNATURE","LÍDER SIGNATURE S/A","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0101-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001245.pdf"
"6512-01/ANAC","0000000173","LÍDER TÁXI AÉREO BELO HORIZONTE","LÍDER TÁXI AÉREO S/A","01/11/2021","","Av. Santa Rosa 123","","Belo Horizonte","MG","31270-750","31","34904539","","antonio.ivaldo@lideraviacao.com.br","Brasil","S","P","V","LÍDER TAXI AÉREO","LÍDER TÁXI AÉREO S/A","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-6512-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001004.pdf"
"6512-01/ANAC","0000000174","LÍDER TÁXI AÉREO MACAÉ UOH","LÍDER TÁXI AÉREO S/A","01/11/2021","","Aeroporto de Macaé S/N - Hangar 8 - Centro  ","","MACAÉ","RJ","27970-000","22","2763-4400","www.lideraviacao.com.br","saulo.galdino@lideraviacao.com.br","Brasil","N","S","V","LÍDER TAXI AÉREO","LÍDER TÁXI AÉREO S/A","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-6512-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001246.pdf"
"6512-01/ANAC","0000000175","LÍDER VITÓRIA","LÍDER TÁXI AÉREO S/A","01/11/2021","","Av. Fernando Ferrari nº 3800 - Aeroporto de Vitória - Aeroporto","","VITÓRIA","ES","29075-630","27","3327-0178","www.lideraviacao.com.br","","Brasil","N","S","V","LÍDER TAXI AÉREO","LÍDER TÁXI AÉREO S/A","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-6512-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001247.pdf"
"6512-01/ANAC","0000000176","LÍDER PORTO URUCU","LÍDER TÁXI AÉREO S/A ","01/11/2021","","Margem Direita do Rio Urucu s/n","","COARI","AM","69000-000","92","","","antonio.ivaldo@lideraviacao.com.br","Brasil","N","S","X","LÍDER TAXI AÉREO","LÍDER TÁXI AÉREO S/A","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-6512-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001248.pdf"
"6512-01/ANAC","0000000177","LÍDER TÁXI AÉREO FAROL DE SÃO TOMÉ","LÍDER TÁXI AÉREO S/A ","01/11/2021","","Rodovia Deputado  Alair Ferreira 60 ","","Campos dos Goytacazes","RJ","28015-020","22","2747-1251","www.lideraviacao.com.br","saulo.galdino@lideraviacao.com.br","Brasil","N","S","X","LÍDER TAXI AÉREO","LÍDER TÁXI AÉREO S/A","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-6512-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001249.pdf"
"6512-01/ANAC","0000000178","LÍDER NAVEGANTES","LÍDER TÁXI AÉREO S/A ","01/11/2021","","Rua do Aeroporto S/N - Bairro São Domingos","","Navegantes","SC","88375-000","47","3342-3725","www.lideraviacao.com.br","antonio.ivaldo@lideraviacao.com.br","Brasil","N","S","X","LÍDER TAXI AÉREO","LÍDER TÁXI AÉREO S/A","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-6512-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001250.pdf"
"9711-03/ANAC","0000000179","LMP BELÉM","LMP MANUTENÇÃO DE AERONAVES LTDA","01/11/2021","","Aeroporto Internacional de Belém - Hangar TAM/LMP - VAL DE CANS","","BELÉM","PA","66617-420","91","3298-3977","www.lmpaeronave.com.br","ctm@lmpmanutencao.com.br, gbboas@hotmail.com, sotam99@gmail.com","Brasil","S","P","V","LMP","LMP MANUTENÇÃO DE AERONAVES LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-9711-03_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001251.pdf"
"","0000000180","LRC","LRC - TÁXI AÉREO LTDA","","","AVENIDA OLAVO FONTOURA 1078 - LOTE 06 - SETOR C ","","SÃO PAULO","SP","02012-021","11","2221-2177","www.lrc.com.br","lrc@lrc.com.br,junior@lrc.com.br","Brasil","S","P","C","LRC","LRC - TÁXI AÉREO LTDA"," "," "
"8111-03/ANAC","0000000181","MACH 1 AERÓDROMO DE TIETÊ","MACH 1 AERONÁUTICA LTDA","01/11/2021","","Rua Humberto Botelho de Arruda 150 hangar 2 Bairro Paraiso","","TIETÊ","SP","18530-000","15","3282-2577","","paulo@mach1.com.br","Brasil","S","P","V","MACH 1","MACH 1 AERONÁUTICA LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-8111-03_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001253.pdf"
"8304-01/ANAC","0000000182","MANAL MACEIÓ","MANAL MANUTENÇÃO DE AERONAVES LTDA","01/11/2021","","FAZENDA PINTO S/N - UTINGA LEÃO - RIO LARGO - AL",""," Maceió","AL","57020-970","82","4009-2000","","diretoriamanal@manal.com.br","Brasil","S","P","V","MANAL","MANAL MANUTENÇÃO DE AERONAVES LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-8304-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001254.pdf"
"0701-02/ANAC","0000000183","MANAUS AEROTÁXI","MANAUS AEROTÁXI PARTICIPAÇÕES LTDA","01/11/2021","","AV. SANTOS DUMONT 1916 - AER. INT. EDUARDO GOMES - TPS II","","MANAUS","AM","69041-000","92","3652-1620","","marcos@manausaerotaxi.com.br, engenharia@manausaerotaxi.com.br,aurelio.serafim@manausaerotaxi.com.br","Brasil","S","P","V","MANAUS AEROTÁXI","MANAUS AEROTÁXI PARTICIPAÇÕES LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0701-02_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001255.pdf"
"7304-05/ANAC","0000000184","MANAV AEROPORTO DE PENÁPOLIS","MANAV MANUTENÇÃO DE AERONAVES LTDA","01/11/2021","","AEROPORTO DE PENÁPOLIS S/N","","PENÁPOLIS","SP","16300-000","18","3652-0654","","manavltda@hotmail.com","Brasil","S","P","V","MANAV","MANAV MANUTENÇÃO DE AERONAVES LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-7304-05_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001256.pdf"
